Category,City,Country & State (group),Country,Customer ID,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Office Supplies,Houston,south coast,United States,KN-16390,Katherine Nockton,0.2,1,4/21/2017,,77070,OFF-PA-10001534,Xerox 230,7.2576,4,Central,7568,20.736,Corporate,4/23/2017,First Class,Texas,Paper
Office Supplies,Pasadena,south coast,United States,CM-11815,Candace McMahon,0.2,1,11/14/2014,,77506,OFF-PA-10004609,Xerox 221,7.2576,4,Central,3261,20.736,Corporate,11/15/2014,First Class,Texas,Paper
Office Supplies,Decatur,Other,United States,JG-15805,John Grady,0.2,1,4/5/2014,,62521,OFF-ST-10001031,Adjustable Personal File Tote,3.9072,4,Central,3880,52.096,Corporate,4/7/2014,First Class,Illinois,Storage
Office Supplies,Decatur,Other,United States,JG-15805,John Grady,0.2,1,4/5/2014,,62521,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",3.7224,4,Central,3879,49.632,Corporate,4/7/2014,First Class,Illinois,Storage
Office Supplies,Chicago,Other,United States,NS-18640,Noel Staavos,0.2,1,7/9/2017,11/20/5651,60610,OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",2.9835,5,Central,1044,8.84,Corporate,7/12/2017,First Class,Illinois,Art
Office Supplies,Arlington,south coast,United States,BF-11020,Barry Französisch,0.2,1,9/8/2017,,76017,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",15.498,5,Central,6651,45.92,Corporate,9/11/2017,First Class,Texas,Fasteners
Office Supplies,Dallas,south coast,United States,NC-18625,Noah Childs,0.2,1,6/9/2017,10/20/0951,75217,OFF-ST-10001496,Standard Rollaway File with Lock,54.057,5,Central,5362,720.76,Corporate,6/10/2017,First Class,Texas,Storage
Office Supplies,Bedford,south coast,United States,SF-20965,Sylvia Foulston,0.2,1,8/11/2017,,76021,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,2.87,7,Central,4027,9.184,Corporate,8/13/2017,First Class,Texas,Art
Office Supplies,Dallas,south coast,United States,JP-15460,Jennifer Patt,0.2,1,11/23/2017,,75220,OFF-PA-10000477,Xerox 22,12.7008,7,Central,8975,36.288,Corporate,11/26/2017,First Class,Texas,Paper
Office Supplies,Haltom City,south coast,United States,MM-18280,Muhammed MacIntyre,0.2,1,5/25/2015,,76117,OFF-PA-10002160,Xerox 1978,11.7334,7,Central,9109,32.368,Corporate,5/28/2015,First Class,Texas,Paper
Office Supplies,Odessa,south coast,United States,JG-15310,Jason Gross,0.2,1,3/3/2016,11/20/6799,79762,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",15.5092,7,Central,3756,42.784,Corporate,3/6/2016,First Class,Texas,Paper
Office Supplies,Huntsville,south coast,United States,EA-14035,Erin Ashbrook,0.2,1,7/2/2016,10/20/2813,77340,OFF-PA-10000520,Xerox 201,14.5152,8,Central,8778,41.472,Corporate,7/3/2016,First Class,Texas,Paper
Office Supplies,Conroe,south coast,United States,CS-12490,Cindy Schnelling,0.2,1,11/1/2016,10/20/0671,77301,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",6.979500000,9,Central,3378,111.672,Corporate,11/4/2016,First Class,Texas,Storage
Office Supplies,Dallas,south coast,United States,JP-15460,Jennifer Patt,0.8,1,11/23/2017,,75220,OFF-BI-10003707,Aluminum Screw Posts,-9.156,2,Central,8978,6.104,Corporate,11/26/2017,First Class,Texas,Binders
Office Supplies,Houston,south coast,United States,MH-17620,Matt Hagelstein,0.8,1,9/26/2016,,77041,OFF-BI-10004001,GBC Recycled VeloBinder Covers,-11.5872,2,Central,9414,6.816,Corporate,9/27/2016,First Class,Texas,Binders
Office Supplies,Chicago,Other,United States,CS-11845,Cari Sayre,0.8,1,12/14/2014,,60623,OFF-BI-10002353,GBC VeloBind Cover Sets,-13.896,3,Central,9512,9.264,Corporate,12/16/2014,First Class,Illinois,Binders
Office Supplies,Houston,south coast,United States,TC-20980,Tamara Chand,0.8,1,11/7/2014,12/20/3498,77041,OFF-BI-10000632,Satellite Sectional Post Binders,-44.2782,3,Central,3186,26.046,Corporate,11/9/2014,First Class,Texas,Binders
Office Supplies,Skokie,Other,United States,LS-17200,Luke Schmidt,0.8,1,6/17/2017,,60076,OFF-BI-10000546,Avery Durable Binders,-3.5712,4,Central,2502,2.304,Corporate,6/20/2017,First Class,Illinois,Binders
Office Supplies,Skokie,Other,United States,LS-17200,Luke Schmidt,0.8,1,6/17/2017,,60076,OFF-BI-10001294,Fellowes Binding Cases,-16.38,4,Central,2503,9.36,Corporate,6/20/2017,First Class,Illinois,Binders
Office Supplies,Arlington,south coast,United States,SC-20260,Scott Cohen,0.8,1,3/31/2017,,76017,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,-90.774,5,Central,6562,33.62,Corporate,4/2/2017,First Class,Texas,Appliances
Office Supplies,Chicago,Other,United States,AH-10195,Alan Haines,0.8,1,11/5/2017,,60623,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,-25.648,5,Central,3349,16.03,Corporate,11/7/2017,First Class,Illinois,Binders
Office Supplies,Deer Park,south coast,United States,KD-16495,Keith Dawkins,0.8,1,12/30/2016,11/20/7226,77536,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,-10.386,6,Central,4139,6.924,Corporate,1/1/2017,First Class,Texas,Binders
Office Supplies,Rockford,Other,United States,MK-17905,Michael Kennedy,0.8,1,9/24/2016,,61107,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,-729.9138,7,Central,6263,442.372,Corporate,9/26/2016,First Class,Illinois,Binders
Office Supplies,Arlington,south coast,United States,BF-11020,Barry Französisch,0.8,1,9/8/2017,,76017,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",-68.1856,7,Central,6649,42.616,Corporate,9/11/2017,First Class,Texas,Binders
Office Supplies,Bedford,south coast,United States,SF-20965,Sylvia Foulston,0.8,1,8/11/2017,,76021,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-22.512,8,Central,4029,12.864,Corporate,8/13/2017,First Class,Texas,Binders
Office Supplies,Chicago,Other,United States,NS-18640,Noel Staavos,0.8,1,7/9/2017,11/20/5651,60610,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,-146.16,9,Central,1045,58.464,Corporate,7/12/2017,First Class,Illinois,Appliances
Office Supplies,Quincy,Other,United States,CP-12085,Cathy Prescott,0.8,1,8/29/2017,,62301,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,-5.184,9,Central,1944,3.24,Corporate,9/1/2017,First Class,Illinois,Binders
Office Supplies,Cranston,Other,United States,AH-10075,Adam Hart,0,1,10/23/2017,12/20/5451,02920,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.666,1,East,8451,2.22,Corporate,10/24/2017,First Class,Rhode Island,Appliances
Office Supplies,New York City,east coast,United States,DH-13075,Dave Hallsten,0,1,3/20/2015,,10035,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",11.995,1,East,9925,23.99,Corporate,3/23/2015,First Class,New York,Envelopes
Office Supplies,Norwich,east coast,United States,CP-12085,Cathy Prescott,0,1,3/30/2016,12/20/8258,06360,OFF-PA-10004156,Xerox 188,5.5566,1,East,1328,11.34,Corporate,4/1/2016,First Class,Connecticut,Paper
Office Supplies,Cranston,Other,United States,BP-11050,Barry Pond,0,1,10/8/2017,,02920,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",11.1176,1,East,5888,42.76,Corporate,10/11/2017,First Class,Rhode Island,Storage
Office Supplies,Bristol,east coast,United States,JB-15400,Jennifer Braxton,0,1,9/3/2015,12/20/1608,06010,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",60.5528,2,East,1859,137.62,Corporate,9/5/2015,First Class,Connecticut,Appliances
Office Supplies,Baltimore,east coast,United States,AJ-10780,Anthony Jacobs,0,1,5/14/2017,,21215,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",1.0904,2,East,6459,3.76,Corporate,5/17/2017,First Class,Maryland,Art
Office Supplies,Lawrence,east coast,United States,AR-10345,Alex Russell,0,1,9/10/2017,12/20/6438,01841,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",3.72,2,East,4926,14.88,Corporate,9/13/2017,First Class,Massachusetts,Art
Office Supplies,New York City,east coast,United States,KC-16255,Karen Carlisle,0,1,7/18/2015,,10009,OFF-AR-10003190,Newell 32,1.6128,2,East,7340,5.76,Corporate,7/21/2015,First Class,New York,Art
Office Supplies,New York City,east coast,United States,KD-16495,Keith Dawkins,0,1,12/16/2016,,10009,OFF-FA-10001754,Stockwell Gold Paper Clips,1.8032,2,East,1465,3.68,Corporate,12/19/2016,First Class,New York,Fasteners
Office Supplies,Lakewood,east coast,United States,ES-14080,Erin Smith,0,1,4/7/2016,,08701,OFF-PA-10004243,Xerox 1939,18.2112,2,East,9369,37.94,Corporate,4/9/2016,First Class,New Jersey,Paper
Office Supplies,New York City,east coast,United States,AH-10690,Anna Häberlin,0,1,8/6/2016,,10024,OFF-PA-10000474,Easy-staple paper,33.3136,2,East,3447,70.88,Corporate,8/7/2016,First Class,New York,Paper
Office Supplies,Warwick,Other,United States,CP-12340,Christine Phan,0,1,5/21/2016,12/20/7642,02886,OFF-PA-10000565,Easy-staple paper,54.8604,2,East,4361,111.96,Corporate,5/23/2016,First Class,Rhode Island,Paper
Office Supplies,New York City,east coast,United States,LW-16825,Laurel Workman,0,1,5/30/2014,10/20/3429,10024,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,77.8635,3,East,7859,235.95,Corporate,6/1/2014,First Class,New York,Appliances
Office Supplies,Lakewood,east coast,United States,VG-21805,Vivek Grady,0,1,3/19/2017,,08701,OFF-AR-10002467,Dixon Ticonderoga Pencils,2.4138,3,East,9890,8.94,Corporate,3/20/2017,First Class,New Jersey,Art
Office Supplies,Plainfield,east coast,United States,TB-21355,Todd Boyes,0,1,1/25/2016,,07060,OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",2.3025,3,East,4327,9.21,Corporate,1/27/2016,First Class,New Jersey,Art
Office Supplies,Woonsocket,Other,United States,DJ-13510,Don Jones,0,1,9/12/2017,10/20/8749,02895,OFF-BI-10003707,Aluminum Screw Posts,22.89,3,East,5183,45.78,Corporate,9/15/2017,First Class,Rhode Island,Binders
Office Supplies,Hempstead,east coast,United States,FH-14365,Fred Hopkins,0,1,9/29/2017,12/20/6676,11550,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,3.9102,3,East,8591,7.98,Corporate,10/1/2017,First Class,New York,Envelopes
Office Supplies,New York City,east coast,United States,HR-14830,Harold Ryan,0,1,3/24/2017,,10035,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",22.0947,3,East,7798,47.01,Corporate,3/27/2017,First Class,New York,Envelopes
Office Supplies,Paterson,east coast,United States,NB-18655,Nona Balk,0,1,12/11/2017,,07501,OFF-FA-10001561,Stockwell Push Pins,2.1582,3,East,9488,6.54,Corporate,12/13/2017,First Class,New Jersey,Fasteners
Office Supplies,New York City,east coast,United States,AH-10030,Aaron Hawkins,0,1,12/31/2014,,10035,OFF-LA-10003148,Avery 51,8.694,3,East,8805,18.9,Corporate,1/1/2015,First Class,New York,Labels
Office Supplies,New York City,east coast,United States,BP-11095,Bart Pistole,0,1,11/7/2014,,10024,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,13.8828,3,East,6982,30.18,Corporate,11/8/2014,First Class,New York,Paper
Office Supplies,New York City,east coast,United States,KE-16420,Katrina Edelman,0,1,7/16/2015,,10035,OFF-PA-10000501,Petty Cash Envelope,39.6312,3,East,4048,80.88,Corporate,7/19/2015,First Class,New York,Paper
Office Supplies,New York City,east coast,United States,MH-17785,Maya Herman,0,1,11/15/2015,,10035,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,20.5755,3,East,6187,70.95,Corporate,11/17/2015,First Class,New York,Storage
Office Supplies,Milford,east coast,United States,DR-12880,Dan Reichenbach,0,1,6/29/2017,,06460,OFF-SU-10002537,Acme Box Cutter Scissors,7.9794,3,East,5734,30.69,Corporate,7/2/2017,First Class,Connecticut,Supplies
Office Supplies,New York City,east coast,United States,BP-11095,Bart Pistole,0,1,11/7/2014,,10024,OFF-FA-10000611,Binder Clips by OIC,2.8416,4,East,6981,5.92,Corporate,11/8/2014,First Class,New York,Fasteners
Office Supplies,New York City,east coast,United States,LW-16825,Laurel Workman,0,1,5/30/2014,10/20/3429,10024,OFF-PA-10001712,Xerox 1948,17.982,4,East,7860,39.96,Corporate,6/1/2014,First Class,New York,Paper
Office Supplies,New York City,east coast,United States,DH-13075,Dave Hallsten,0,1,3/20/2015,,10035,OFF-ST-10001172,"Tennsco Lockers, Sand",20.1408,4,East,9928,83.92,Corporate,3/23/2015,First Class,New York,Storage
Office Supplies,Baltimore,east coast,United States,AJ-10780,Anthony Jacobs,0,1,5/14/2017,,21215,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",9.3,5,East,6461,37.2,Corporate,5/17/2017,First Class,Maryland,Art
Office Supplies,Baltimore,east coast,United States,AJ-10780,Anthony Jacobs,0,1,5/14/2017,,21215,OFF-AR-10003045,Prang Colored Pencils,6.615,5,East,6460,14.7,Corporate,5/17/2017,First Class,Maryland,Art
Office Supplies,New York City,east coast,United States,SG-20890,Susan Gilcrest,0,1,3/30/2014,,10009,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",2.94,5,East,5954,10.5,Corporate,3/31/2014,First Class,New York,Art
Office Supplies,Baltimore,east coast,United States,AJ-10780,Anthony Jacobs,0,1,5/14/2017,,21215,OFF-LA-10004544,Avery 505,37,5,East,6464,74,Corporate,5/17/2017,First Class,Maryland,Labels
Office Supplies,Plainfield,east coast,United States,TB-21355,Todd Boyes,0,1,1/25/2016,,07060,OFF-PA-10000007,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",8.28,5,East,4328,18,Corporate,1/27/2016,First Class,New Jersey,Paper
Office Supplies,New York City,east coast,United States,MH-17785,Maya Herman,0,1,11/15/2015,,10035,OFF-AR-10001955,Newell 319,35.712,6,East,6189,119.04,Corporate,11/17/2015,First Class,New York,Art
Office Supplies,Wilmington,Other,United States,TS-21370,Todd Sumrall,0,1,7/11/2015,,19805,OFF-BI-10004492,Tuf-Vin Binders,103.8982,7,East,5041,221.06,Corporate,7/12/2015,First Class,Delaware,Binders
Office Supplies,Middletown,east coast,United States,FM-14215,Filia McAdams,0,1,9/3/2016,,06457,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",22.1536,7,East,2283,48.16,Corporate,9/5/2016,First Class,Connecticut,Paper
Office Supplies,Woonsocket,Other,United States,DJ-13510,Don Jones,0,1,9/12/2017,10/20/8749,02895,OFF-PA-10003797,Xerox 209,21.7728,7,East,5182,45.36,Corporate,9/15/2017,First Class,Rhode Island,Paper
Office Supplies,Cranston,Other,United States,AH-10075,Adam Hart,0,1,10/23/2017,12/20/5451,02920,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",21.2856,8,East,8450,43.44,Corporate,10/24/2017,First Class,Rhode Island,Paper
Office Supplies,Baltimore,east coast,United States,NS-18640,Noel Staavos,0,1,8/7/2015,,21215,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",20.1708,9,East,8090,77.58,Corporate,8/9/2015,First Class,Maryland,Appliances
Office Supplies,New York City,east coast,United States,RF-19345,Randy Ferguson,0.2,1,9/16/2014,,10024,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",12.582,1,East,6295,33.552,Corporate,9/19/2014,First Class,New York,Binders
Office Supplies,Columbus,east coast,United States,GG-14650,Greg Guthrie,0.2,1,4/23/2017,,43229,OFF-PA-10001804,Xerox 195,1.8704,1,East,6597,5.344,Corporate,4/26/2017,First Class,Ohio,Paper
Office Supplies,Philadelphia,east coast,United States,CV-12805,Cynthia Voltz,0.2,1,4/20/2017,,19120,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,33.2704,1,East,6156,332.704,Corporate,4/23/2017,First Class,Pennsylvania,Storage
Office Supplies,Philadelphia,east coast,United States,KC-16255,Karen Carlisle,0.2,1,6/2/2016,,19120,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,-12.9568,1,East,2851,64.784,Corporate,6/5/2016,First Class,Pennsylvania,Storage
Office Supplies,Philadelphia,east coast,United States,DK-12835,Damala Kotsonis,0.2,1,4/24/2017,,19143,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",12.41,2,East,1685,99.28,Corporate,4/27/2017,First Class,Pennsylvania,Appliances
Office Supplies,New York City,east coast,United States,LW-16825,Laurel Workman,0.2,1,5/30/2014,10/20/3429,10024,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",8.9544,2,East,7857,25.584,Corporate,6/1/2014,First Class,New York,Binders
Office Supplies,Philadelphia,east coast,United States,DG-13300,Deirdre Greer,0.2,1,7/3/2015,,19134,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",2.436,2,East,1052,6.72,Corporate,7/5/2015,First Class,Pennsylvania,Paper
Office Supplies,Philadelphia,east coast,United States,HR-14830,Harold Ryan,0.2,1,12/22/2015,,19140,OFF-ST-10001172,"Tennsco Lockers, Sand",1.6784,2,East,8542,33.568,Corporate,12/23/2015,First Class,Pennsylvania,Storage
Office Supplies,Chester,east coast,United States,AH-10075,Adam Hart,0.2,1,9/25/2017,11/20/2004,19013,OFF-SU-10000157,Compact Automatic Electric Letter Opener,-42.9516,2,East,7087,190.896,Corporate,9/28/2017,First Class,Pennsylvania,Supplies
Office Supplies,New York City,east coast,United States,DH-13075,Dave Hallsten,0.2,1,3/20/2015,,10035,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,16.8237,3,East,9924,49.848,Corporate,3/23/2015,First Class,New York,Binders
Office Supplies,Oceanside,east coast,United States,JP-15460,Jennifer Patt,0.2,1,8/24/2014,10/20/7916,11572,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",4.4352,3,East,3134,12.672,Corporate,8/26/2014,First Class,New York,Binders
Office Supplies,Akron,east coast,United States,KH-16630,Ken Heidel,0.2,1,9/10/2017,,44312,OFF-PA-10003302,Xerox 1906,28.7064,3,East,5370,85.056,Corporate,9/13/2017,First Class,Ohio,Paper
Office Supplies,Philadelphia,east coast,United States,CV-12805,Cynthia Voltz,0.2,1,4/20/2017,,19120,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",5.7753,3,East,6155,51.336,Corporate,4/23/2017,First Class,Pennsylvania,Storage
Office Supplies,Springfield,east coast,United States,SC-20695,Steve Chapman,0.2,1,12/11/2016,,45503,OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,9.192000000,4,East,9696,73.536,Corporate,12/14/2016,First Class,Ohio,Appliances
Office Supplies,Philadelphia,east coast,United States,NB-18655,Nona Balk,0.2,1,12/5/2014,12/20/5542,19134,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,-30.2288,4,East,5379,172.736,Corporate,12/7/2014,First Class,Pennsylvania,Storage
Office Supplies,Philadelphia,east coast,United States,CJ-11875,Carl Jackson,0.2,1,12/30/2016,,19140,OFF-AR-10004269,Newell 31,1.652,5,East,8667,16.52,Corporate,1/2/2017,First Class,Pennsylvania,Art
Office Supplies,Watertown,east coast,United States,EH-13765,Edward Hooks,0.2,1,8/17/2017,,13601,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,302.373,5,East,1920,895.92,Corporate,8/19/2017,First Class,New York,Binders
Office Supplies,Columbus,east coast,United States,VP-21760,Victoria Pisteka,0.2,1,5/29/2015,11/20/1339,43229,OFF-FA-10002988,Ideal Clamps,2.9145,5,East,9373,8.04,Corporate,5/31/2015,First Class,Ohio,Fasteners
Office Supplies,Altoona,east coast,United States,BT-11395,Bill Tyler,0.2,1,2/27/2015,11/20/1325,16602,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",2.2044,6,East,3793,16.032,Corporate,2/28/2015,First Class,Pennsylvania,Art
Office Supplies,New York City,east coast,United States,DP-13105,Dave Poirier,0.2,1,8/22/2015,,10035,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",16.2864,6,East,1175,50.112,Corporate,8/25/2015,First Class,New York,Binders
Office Supplies,New York City,east coast,United States,MH-17785,Maya Herman,0.2,1,11/15/2015,,10035,OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,11.7936,6,East,6188,34.944,Corporate,11/17/2015,First Class,New York,Binders
Office Supplies,Philadelphia,east coast,United States,NB-18655,Nona Balk,0.2,1,12/5/2014,12/20/5542,19134,OFF-EN-10000056,Cameo Buff Policy Envelopes,117.6147,7,East,5378,348.488,Corporate,12/7/2014,First Class,Pennsylvania,Envelopes
Office Supplies,Philadelphia,east coast,United States,BF-10975,Barbara Fisher,0.2,1,9/30/2017,,19120,OFF-LA-10004677,Self-Adhesive Address Labels for Typewriters with Dispenser Box,6.9741,7,East,9215,20.664,Corporate,10/2/2017,First Class,Pennsylvania,Labels
Office Supplies,New York City,east coast,United States,DH-13075,Dave Hallsten,0.2,1,3/20/2015,,10035,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,353.5792,8,East,9926,1087.936,Corporate,3/23/2015,First Class,New York,Binders
Office Supplies,Mason,east coast,United States,EA-14035,Erin Ashbrook,0.7,1,11/1/2014,11/20/4195,45040,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,-2.61,2,East,9870,3.132,Corporate,11/3/2014,First Class,Ohio,Binders
Office Supplies,Philadelphia,east coast,United States,DK-12835,Damala Kotsonis,0.7,1,4/24/2017,,19143,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,-0.99,2,East,1686,1.188,Corporate,4/27/2017,First Class,Pennsylvania,Binders
Office Supplies,Philadelphia,east coast,United States,DK-12835,Damala Kotsonis,0.7,1,4/24/2017,,19143,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,-5.7638,2,East,1687,7.518,Corporate,4/27/2017,First Class,Pennsylvania,Binders
Office Supplies,Mason,east coast,United States,EA-14035,Erin Ashbrook,0.7,1,11/1/2014,11/20/4195,45040,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,-17.9424,3,East,9871,22.428,Corporate,11/3/2014,First Class,Ohio,Binders
Office Supplies,Altoona,east coast,United States,BT-11395,Bill Tyler,0.7,1,2/27/2015,11/20/1325,16602,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-3.3879,3,East,3792,4.419,Corporate,2/28/2015,First Class,Pennsylvania,Binders
Office Supplies,Philadelphia,east coast,United States,TS-21160,Theresa Swint,0.7,1,4/23/2014,,19134,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,-1.7514,3,East,1449,2.502,Corporate,4/24/2014,First Class,Pennsylvania,Binders
Office Supplies,Columbus,east coast,United States,GG-14650,Greg Guthrie,0.7,1,4/23/2017,,43229,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,-7.84,5,East,6596,11.76,Corporate,4/26/2017,First Class,Ohio,Binders
Office Supplies,Chester,east coast,United States,AH-10075,Adam Hart,0.7,1,9/25/2017,11/20/2004,19013,OFF-BI-10003476,Avery Metallic Poly Binders,-6.303,5,East,7086,8.595,Corporate,9/28/2017,First Class,Pennsylvania,Binders
Office Supplies,Cincinnati,east coast,United States,EB-13750,Edward Becker,0.7,1,8/28/2016,,45231,OFF-BI-10004099,GBC VeloBinder Strips,-12.288,8,East,8426,18.432,Corporate,8/30/2016,First Class,Ohio,Binders
Office Supplies,Springfield,east coast,United States,SB-20290,Sean Braxton,0.7,1,11/13/2017,,45503,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,-7.48,10,East,2630,11.22,Corporate,11/15/2017,First Class,Ohio,Binders
Office Supplies,Arlington,Other,United States,GD-14590,Giulietta Dortch,0,1,5/5/2014,11/20/1934,22204,OFF-PA-10000474,Easy-staple paper,16.6568,1,South,8597,35.44,Corporate,5/7/2014,First Class,Virginia,Paper
Office Supplies,Sandy Springs,south coast,United States,TB-21355,Todd Boyes,0,1,5/18/2017,,30328,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",4.4824,2,South,4423,17.24,Corporate,5/19/2017,First Class,Georgia,Appliances
Office Supplies,Arlington,Other,United States,GD-14590,Giulietta Dortch,0,1,5/5/2014,11/20/1934,22204,OFF-BI-10004364,Storex Dura Pro Binders,5.346,2,South,8596,11.88,Corporate,5/7/2014,First Class,Virginia,Binders
Office Supplies,Springfield,Other,United States,PJ-18835,Patrick Jones,0,1,11/14/2015,,22153,OFF-EN-10001532,Brown Kraft Recycled Envelopes,16.98,2,South,2435,33.96,Corporate,11/17/2015,First Class,Virginia,Envelopes
Office Supplies,Atlanta,south coast,United States,RB-19645,Robert Barroso,0,1,11/22/2014,12/20/5682,30318,OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),4.8804,2,South,6806,9.96,Corporate,11/25/2014,First Class,Georgia,Paper
Office Supplies,Richmond,Other,United States,PW-19030,Pauline Webber,0,1,8/5/2017,11/20/7695,40475,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",6.3296,2,South,1443,13.76,Corporate,8/8/2017,First Class,Kentucky,Paper
Office Supplies,Suffolk,Other,United States,RS-19420,Ricardo Sperren,0,1,7/15/2017,,23434,OFF-PA-10003177,Xerox 1999,6.2208,2,South,7692,12.96,Corporate,7/17/2017,First Class,Virginia,Paper
Office Supplies,Arlington,Other,United States,AS-10045,Aaron Smayling,0,1,3/28/2016,,22204,OFF-ST-10000649,Hanging Personal Folder File,7.85,2,South,1352,31.4,Corporate,3/31/2016,First Class,Virginia,Storage
Office Supplies,Louisville,Other,United States,KC-16675,Kimberly Carter,0,1,5/26/2017,12/20/3687,40214,OFF-SU-10004498,Martin-Yale Premier Letter Opener,0.7728,2,South,7001,25.76,Corporate,5/29/2017,First Class,Kentucky,Supplies
Office Supplies,Louisville,Other,United States,KC-16675,Kimberly Carter,0,1,5/26/2017,12/20/3687,40214,OFF-AP-10002670,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,62.532,3,South,7000,208.44,Corporate,5/29/2017,First Class,Kentucky,Appliances
Office Supplies,Springfield,Other,United States,PJ-18835,Patrick Jones,0,1,11/14/2015,,22153,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,322.1829,3,South,2436,826.11,Corporate,11/17/2015,First Class,Virginia,Appliances
Office Supplies,Suffolk,Other,United States,RS-19420,Ricardo Sperren,0,1,7/15/2017,,23434,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,50.3832,3,South,7690,179.94,Corporate,7/17/2017,First Class,Virginia,Appliances
